cat,area,perimeter,compact,opt_blue_min,opt_blue_max,opt_blue_range,opt_blue_mean,opt_blue_stddev,opt_blue_sum,opt_blue_median,opt_green_min,opt_green_max,opt_green_range,opt_green_mean,opt_green_stddev,opt_green_sum,opt_green_median,opt_nir_min,opt_nir_max,opt_nir_range,opt_nir_mean,opt_nir_stddev,opt_nir_sum,opt_nir_median,opt_red_min,opt_red_max,opt_red_range,opt_red_mean,opt_red_stddev,opt_red_sum,opt_red_median,NDVI_min,NDVI_max,NDVI_range,NDVI_mean,NDVI_stddev,NDVI_sum,NDVI_median,Brightness_min,Brightness_max,Brightness_range,Brightness_mean,Brightness_stddev,Brightness_sum,Brightness_median,nDSM_min,nDSM_max,nDSM_range,nDSM_mean,nDSM_stddev,nDSM_sum,nDSM_median
15071180,241.249999995,180,3.26914295507,226,273,47,242.849740933,6.02113827698,234350,242.0,281,377,96,315.006217617,11.3126992099,303981,314.0,563,758,195,665.534715026,27.8908696232,642241,666.0,258,419,161,324.615544041,19.5405349082,313254,324.0,0.272556394339,0.437295526266,0.164739131927,0.344494754416,0.02386491762,332.437438011,0.344229,774,1061,287,882.471502591,33.8474552096,851585,880.0,-0.313537597656,1.55172729492,1.86526489258,0.124689701061,0.249422464509,120.325561523,0.0
15068091,3.00000000023,8,1.30294003169,209,310,101,255.0,32.7210431782,3060,252.5,226,325,99,277.0,30.3836578882,3324,270.5,502,779,277,622.416666667,93.1624551821,7469,626.5,214,332,118,268.75,37.4168522638,3225,267.0,0.32868757844,0.426048576832,0.0973609983921,0.39601992319,0.02576238479,4.75223907828,0.401658,704,947,243,800.75,84.2764547981,9609,783.5,4.42700195312,5.22225952148,0.795257568359,4.62714894613,0.229957148259,55.5257873535,4.55061
15055624,999.000000011,328,2.9274276304,203,375,172,263.332082082,14.0001459226,1052275,262.0,281,529,248,387.913163163,22.0900812265,1550101,387.0,579,1159,580,990.551801802,53.6971083831,3958245,991.0,182,512,330,362.956706707,35.6168771723,1450375,361.0,0.321621626616,0.593195259571,0.271573632956,0.463957347669,0.0416026591292,1853.97356129,0.463673,683,1361,678,1014.20195195,67.5330453809,4052751,1010.0,-0.263488769531,1.25759887695,1.52108764648,0.0432077050806,0.128088909759,172.657989502,0.0
15070698,633.499999996,253,2.83558244873,171,282,111,231.111286504,14.7702026402,585636,232.0,224,402,178,317.035911602,30.7111047382,803369,319.0,571,1292,721,949.597868982,130.921744746,2406281,965.0,137,403,266,262.858326756,38.8130124647,666083,265.0,0.392889708281,0.734827280045,0.341937571764,0.564522263083,0.0527671428942,1430.49941465,0.566142,548,1085,537,811.005524862,82.3455333801,2055088,816.0,-0.161224365234,1.96246337891,2.12368774414,0.553518438302,0.490448787734,1402.61572266,0.585648
15083018,3573.49999995,2251,10.6224249108,199,360,161,263.303553939,14.9681530294,3763661,261.0,263,516,253,353.706730097,29.0869457599,5055884,351.0,491,1049,558,737.729606828,65.5758852096,10545107,734.0,199,625,426,368.099342381,45.1341895931,5261612,364.0,0.157654225826,0.515279233456,0.357625007629,0.335086351472,0.0429127708192,4789.72430794,0.333333,663,1487,824,985.109626417,87.5388375362,14081157,975.0,-0.251586914062,4.30307006836,4.55465698242,0.187913533039,0.295302081694,2686.03604126,0.0844879
15059066,114.499999998,74,1.95085074756,283,388,105,355.598253275,11.3339616598,162864,357.0,483,613,130,550.379912664,19.5375517498,252074,551.0,900,1121,221,1005.50218341,36.6076953342,460520,1002.0,610,891,281,764.76419214,36.2405395802,350262,763.0,0.108659677207,0.205211728811,0.0965520516038,0.136202159342,0.0120861713816,62.3805889785,0.13556,1393,1892,499,1670.74235808,62.0083386112,765200,1669.5,-0.0516052246094,0.24560546875,0.297210693359,0.0271856316312,0.0568551149028,12.4510192871,0.0
15074696,3810.99999999,2851,13.0278518409,204,339,135,255.604303332,15.6226560198,3896432,253.0,240,494,254,349.04218053,28.5679433347,5320799,345.0,650,1087,437,855.665179743,55.0937960481,13043760,856.0,162,535,373,319.424691682,41.9537538138,4869310,313.0,0.291460841894,0.684824883938,0.393364042044,0.457670540462,0.0445743070418,6976.7297188,0.458537,620,1342,722,924.071175544,83.9819174719,14086541,911.0,-0.157836914062,2.38928222656,2.54711914062,0.364547865624,0.480696676608,5557.16766357,0.205627
15015326,1848.99999999,1072,7.03268876238,205,390,185,267.758518118,28.7035554106,1980342,259.0,263,585,322,367.068280151,46.1950395799,2714837,355.0,375,1064,689,657.662520281,87.3310589204,4864072,647.0,234,830,596,414.710113575,67.0324184015,3067196,410.0,0.0262172278017,0.4532520473,0.427034819499,0.227641020923,0.0551134592404,1683.63299074,0.224909,735,1792,1057,1049.53691184,136.117001676,7762375,1026.0,-0.520446777344,3.22235107422,3.74279785156,0.244698210366,0.536326209935,1809.78796387,0.0
15009352,223.749999998,91,1.71614878947,227,285,58,256.165363128,7.24676974903,229268,256.0,297,430,133,359.157541899,15.8815020676,321446,359.0,831,1251,420,1021.31620112,65.305705818,914078,1011.0,236,438,202,329.69273743,26.2482881122,295075,328.0,0.399503707886,0.625099301338,0.225595593452,0.511300579296,0.0382766136398,457.61401847,0.507891,760,1131,371,945.015642458,45.9389171929,845789,942.0,-0.0649108886719,4.26055908203,4.3254699707,0.699248244643,1.29831102802,625.827178955,0.0
15013261,23.2500000009,22,1.28708215855,498,762,264,671.075268817,67.6811367376,62410,690.0,736,1144,408,1012.74193548,98.8516759231,94185,1045.0,949,1323,374,1172.76344086,94.0059936146,109067,1197.0,855,1380,525,1144.35483871,122.044557804,106425,1164.0,-0.0252600293607,0.0532089956105,0.0784690249711,0.0135650971838,0.0182353201145,1.26155403809,0.0131796,2174,3254,1080,2828.17204301,275.527046217,263020,2926.0,2.60699462891,4.20324707031,1.59625244141,3.36923217773,0.277753222897,313.338592529,3.28036
15000295,196.499999999,110,2.21363735961,336,478,142,415.933842239,16.7782483609,326924,415.0,491,726,235,635.148854962,29.8694271255,499227,634.0,750,1059,309,943.255725191,36.6366103836,741399,944.0,574,924,350,796.698473282,40.8164067036,626205,795.0,0.0396196506917,0.148788928986,0.109169278294,0.0844942993999,0.0129016562617,66.4125193283,0.0835038,1401,2125,724,1847.78117048,85.4049205825,1452356,1846.0,-0.043701171875,0.397491455078,0.441192626953,0.0409524932162,0.0858611470718,32.188659668,0.0
15157927,3324.25000001,2276,11.1357760161,220,440,220,323.192449425,21.8128401206,4297490,323.0,258,631,373,475.656163044,37.5481601227,6324800,476.0,524,1140,616,880.424381439,72.8046834925,11707003,885.0,242,871,629,647.822516357,58.4143829872,8614096,653.0,0.0467185750604,0.368146210909,0.321427635849,0.152384876817,0.0328260355941,2026.26170704,0.149343,732,1910,1178,1446.67112883,109.726267891,19236386,1453.0,-0.176605224609,5.52728271484,5.70388793945,0.128683506335,0.334551745886,1711.10458374,0.00778198
14950730,2544.5,915,5.11699431478,259,450,191,367.434368245,18.0389707661,3739747,368.0,364,725,361,578.4869326,32.1353475506,5887840,578.0,769,1183,414,980.621143643,49.9958016806,9980762,977.0,475,997,522,772.055413637,52.2958529303,7857980,772.0,0.0497109815478,0.264413505793,0.214702524245,0.119449565673,0.0209189774673,1215.75767942,0.11464,1153,2153,1000,1717.97671448,98.1328444822,17485567,1718.0,-0.177368164062,1.27941894531,1.45678710938,0.116715712874,0.185487102546,1187.93252563,0.00100708
14972533,441.499999995,213,2.85962652948,210,301,91,256.674971687,11.8470680019,453288,257.0,276,454,178,370.617780294,28.696551595,654511,374.0,742,1272,530,1007.36353341,99.9448392926,1779004,1011.0,190,442,252,322.370328426,31.3266663659,569306,323.0,0.397239267826,0.621103107929,0.223863840103,0.513779116463,0.042637918162,907.333919674,0.512216,676,1197,521,949.663080408,68.9908759082,1677105,954.0,-0.114868164062,1.79135131836,1.90621948242,0.40812363414,0.394561952649,720.746337891,0.344742
14953226,105.0,139,3.8266189574,210,346,136,254.904761905,20.7644493853,107060,256.0,255,493,238,335.580952381,36.3726823061,140944,336.5,378,731,353,521.554761905,58.5103112703,219053,518.0,216,606,390,342.995238095,60.814863285,144058,344.0,0.0934928953648,0.34957370162,0.256080806255,0.210459432095,0.0443061344441,88.3929614797,0.209621,698,1445,747,933.480952381,116.189181199,392062,938.0,-0.00238037109375,1.09149169922,1.09387207031,0.0723765781948,0.169904363286,30.3981628418,0.0
15017494,3780.0,2354,10.8007925968,264,461,197,366.04755291,20.3720695453,5534639,367.0,362,704,342,552.548677249,35.3771424404,8354536,554.0,689,1229,540,949.962103175,50.5465690285,14363427,952.0,428,881,453,725.174470899,49.4254340209,10964638,730.0,0.0696629211307,0.271695047617,0.202032126486,0.134623624165,0.0194610545628,2035.50919738,0.131104,1078,2018,940,1643.77070106,100.984724348,24853813,1652.0,-0.022705078125,1.20257568359,1.22528076172,0.208578267173,0.15144017635,3153.70339966,0.193924
14945969,2446.25,1313,7.48875072677,182,299,117,251.652427184,12.1391645419,2462419,252.0,254,436,182,359.414307614,21.7048732414,3516869,360.0,655,1085,430,887.309453245,49.923275805,8682323,890.0,194,476,282,338.451711804,34.4861534703,3311750,337.0,0.326894491911,0.608080804348,0.281186312437,0.448372289884,0.0388952016922,4387.32285652,0.448052,638,1204,566,949.518446602,66.7654325699,9291038,950.0,-0.253936767578,1.32739257812,1.5813293457,0.0673546059618,0.165788127408,659.064819336,0.0
14920793,54.9999999995,48,1.82580739024,287,454,167,400.663636364,33.7963896062,88146,410.0,380,676,296,588.781818182,60.2265241806,129532,599.0,497,963,466,745.613636364,67.4416973491,164035,756.0,341,828,487,688.045454545,82.8708619001,151370,712.0,-0.00196206662804,0.245575219393,0.247537286021,0.0420856996037,0.0331152350817,9.25885391282,0.0353677,1008,1941,933,1677.49090909,169.456041254,369048,1736.0,0.121826171875,2.14831542969,2.02648925781,0.426543773304,0.403447416319,93.839630127,0.283768
14959212,2092.75000002,1230,7.58475407785,235,425,190,328.306653924,24.4105465793,2748255,328.0,333,628,295,496.960100346,41.8923147409,4160053,498.0,672,1275,603,1009.69322662,67.3142765485,8452142,1014.0,304,810,506,582.516067375,70.5960396269,4876242,584.0,0.14989733696,0.460035532713,0.310138195753,0.27025644118,0.0413105635039,2262.31666912,0.269655,895,1826,931,1407.78282165,133.121353838,11784550,1411.0,-0.125518798828,1.27114868164,1.39666748047,0.0332558335348,0.0869103275403,278.38458252,0.0
14918403,88.2499999995,56,1.68161176822,298,582,284,370.036827195,31.1945608522,130623,363.0,497,925,428,568.073654391,48.2587479773,200530,559.0,641,1277,636,769.101983003,61.0804125308,271493,760.0,539,1282,743,719.487252125,64.2265861623,253979,709.0,-0.0260747000575,0.0902953594923,0.11637005955,0.0336304992218,0.0124266559043,11.8715662253,0.0324826,1358,2789,1431,1657.59773371,134.931195122,585132,1633.0,3.16088867188,4.9348449707,1.77395629883,4.1048443932,0.494630901219,1449.0100708,4.25592
14901064,2008.74999999,499,3.14074493975,186,309,123,234.475046671,12.615691116,1884007,236.0,208,436,228,299.473802116,24.1602800731,2406272,301.0,567,1238,671,972.931798382,100.993007839,7817507,983.0,100,473,373,237.135656503,35.5965292953,1905385,240.0,0.388098329306,0.794822633266,0.406724303961,0.607876890193,0.0477110533091,4884.2908127,0.611563,494,1218,724,771.084505289,71.1728009452,6195664,777.0,0.0116882324219,5.69049072266,5.67880249023,2.5478434498,1.30241508654,20471.9221191,2.46933
14882420,449.499999955,317,4.21783398882,233,308,75,262.043937709,7.4436529585,471155,262.0,307,421,114,357.631256952,15.2888125209,643021,359.0,187,639,452,313.622358176,64.3311985285,563893,296.0,261,487,226,338.932703003,22.0264889709,609401,337.0,-0.30324909091,0.299620747566,0.602869838476,-0.0467439858726,0.0958715935423,-84.0456865989,-0.0646425,830,1199,369,958.607897664,39.3280360606,1723577,959.0,-0.168792724609,1.83508300781,2.00387573242,0.165805532351,0.340412967204,298.118347168,0.0
14884725,169.499999997,156,3.38014098567,220,427,207,321.283185841,29.0802883172,217830,321.0,295,631,336,457.073746313,43.5373625305,309896,456.0,625,1224,599,881.800884956,87.3939316615,597861,873.0,279,821,542,528.898230088,71.2233594337,358593,523.5,0.133291214705,0.403122127056,0.269830912352,0.251702744283,0.0392761375603,170.654460624,0.252025,794,1878,1084,1307.25516224,139.596990827,886319,1301.5,-0.125152587891,0.536987304688,0.662139892578,0.2262447661,0.176994628166,153.393951416,0.215408
14954255,7921.00000001,2954,9.36301140337,226,352,126,298.436340109,11.4523027891,9455657,299.0,288,526,238,415.715660901,20.1433266942,13171535,416.0,530,928,398,721.352575432,36.2861121293,22855335,721.0,258,644,386,483.467396793,32.9842102799,15318181,484.0,0.123397432268,0.345177650452,0.221780218184,0.197891004668,0.0198914480828,6269.97859191,0.196213,799,1494,695,1197.6193978,62.8240849675,37945373,1199.0,-0.110626220703,1.8127746582,1.92340087891,0.194501425338,0.189953778478,6162.5831604,0.151169
14883087,28.75,30,1.57832849825,214,273,59,244.330434783,11.5357453834,28098,246.0,249,387,138,337.530434783,25.4737108268,38816,339.0,698,1109,411,974.608695652,75.1957093656,112080,986.0,187,352,165,282.469565217,34.4215103979,32484,284.0,0.484570473433,0.640599012375,0.156028538942,0.551222437361,0.0352049928707,63.3905802965,0.551251,650,1006,356,864.330434783,69.3967449104,99398,868.0,0.0616760253906,0.320373535156,0.258697509766,0.185185706097,0.0422051167852,21.2963562012,0.183838
14900735,613.499999996,450,5.12507586175,251,337,86,291.076202119,9.64299049941,714301,291.0,344,475,131,414.855338223,16.6575807965,1018055,415.0,655,960,305,854.39405053,34.2760020522,2096683,855.0,371,619,248,468.784433578,29.1301701943,1150397,469.0,0.184453234077,0.374367624521,0.189914390445,0.291775424188,0.0226524679614,716.016890958,0.291064,993,1426,433,1174.71597392,53.5389591249,2882753,1174.0,-0.205535888672,0.798889160156,1.00442504883,0.0772385601115,0.135913346946,189.543426514,0.0634766
14860298,9018.49999999,3782,11.2343884848,202,506,304,299.604230193,17.850295476,10807923,300.0,253,811,558,406.830348728,29.6863460374,14675998,402.0,349,1104,755,572.538005212,65.3981236386,20653736,553.0,155,1093,938,450.471308976,47.9823844767,16250302,438.0,-0.0379146933556,0.473684221506,0.511598914862,0.118760506422,0.0314696461302,4284.16650866,0.112073,646,2410,1764,1156.9058879,81.9739831998,41734223,1141.0,-0.335968017578,11.3096313477,11.6455993652,0.3980484123,1.25993000752,14359.1984253,0.00376892
14864917,5.75000000023,17,1.99990822728,174,217,43,199.086956522,11.2825877523,4579,198.0,213,249,36,231.739130435,11.2914642302,5330,234.0,486,720,234,552.869565217,73.1830963779,12716,526.0,97,199,102,157.52173913,23.7667461606,3623,160.0,0.439655184746,0.758104741573,0.318449556828,0.551698591398,0.0810465932659,12.6890676022,0.525862,484,658,174,588.347826087,44.1849951864,13532,591.0,-0.00173950195312,4.36889648438,4.37063598633,1.82743636422,2.08433733063,42.031036377,0.000518799
14843213,1056.99999998,648,5.6225403421,227,529,302,367.156811731,38.5477840371,1552339,370.0,310,768,458,557.906811731,67.1558772242,2358830,562.0,597,1302,705,971.420056764,105.880450581,4107164,971.0,277,1010,733,682.691106906,107.526253186,2886418,690.0,0.0367483310401,0.430689394474,0.393941063434,0.17754389291,0.0500967030876,750.655579224,0.166068,814,2239,1425,1607.75473037,207.727451484,6797587,1624.0,-0.0906677246094,1.39849853516,1.48916625977,0.400170448036,0.388633027714,1691.9206543,0.329224
14893202,2922.25000001,1221,6.37165200484,217,352,135,286.740011977,14.0208859288,3351704,287.0,283,538,255,414.135768671,25.6726957546,4840833,415.0,564,1136,572,874.725382839,48.0535002831,10224665,874.0,227,640,413,443.06441954,43.3512696119,5178980,443.0,0.209944754839,0.498699039221,0.288754284382,0.328508715624,0.0380449960434,3839.93837693,0.326211,727,1530,803,1143.94020019,80.9130996476,13371517,1145.0,-0.202514648438,1.82608032227,2.0285949707,0.143847686535,0.199529229271,1681.43560791,0.0987244
14798286,235.500000001,268,4.92645370843,255,377,122,307.470276008,16.9308782009,289637,308.0,360,558,198,455.029723992,30.1369339063,428638,456.0,839,1148,309,978.097664544,52.0590981223,921368,977.0,366,699,333,511.703821656,53.8433913511,482025,512.0,0.229857817292,0.426356583834,0.196498766541,0.314432748437,0.0376779249341,296.195649028,0.314519,989,1634,645,1274.20382166,99.6725576775,1200300,1277.0,-0.0354919433594,0.882720947266,0.918212890625,0.293908153623,0.212373402487,276.861480713,0.317566
14803987,3582.5,1957,9.22343717878,238,418,180,336.512770412,24.2333160181,4822228,337.0,327,641,314,494.079064899,43.9656509803,7080153,496.0,483,1247,764,912.604535939,63.1234901667,13077623,915.0,324,841,517,605.375296581,73.3512221459,8675028,608.0,0.0666666701436,0.401154398918,0.334487728775,0.204551651833,0.0398783120969,2931.22517076,0.201538,901,1871,970,1435.96713189,139.38560668,20577409,1441.0,-0.057861328125,4.23266601562,4.29052734375,0.252145208983,0.218556838144,3613.24084473,0.213654
14759824,2867.25000003,820,4.31992433107,216,269,53,237.485831372,5.51268124527,2723725,237.0,285,372,87,322.866596913,10.2532323015,3702957,322.0,908,1496,588,1204.95640422,84.1678878328,13819645,1208.0,173,331,158,244.647397332,15.7472186545,2805861,243.0,0.517295598984,0.750447750092,0.233152151108,0.661226712464,0.0311570880708,7583.60916525,0.663173,687,960,273,804.999825617,29.0645716334,9232543,803.0,-0.231292724609,1.31878662109,1.5500793457,0.173852706165,0.22761366697,1993.91668701,0.0797424
14765145,37.5000000035,85,3.91560036049,259,501,242,366.266666667,27.1302209517,54940,361.0,371,792,421,554.7,39.9071839815,83205,552.0,768,1242,474,912.986666667,55.6522520259,136948,907.0,461,1060,599,694.42,49.8334920845,104163,692.0,0.0790616869926,0.252230346203,0.17316865921,0.136250130286,0.0225111489771,20.4375195429,0.13155,1091,2353,1262,1615.38666667,110.751300168,242308,1603.5,-0.114105224609,0.481170654297,0.595275878906,0.113189086914,0.149351546582,16.9783630371,0.00964355
14810163,16111.7499999,8123,18.0526168181,221,399,178,296.716542275,16.2474693309,19122491,297.0,285,545,260,412.844911322,28.6367694224,26606616,412.0,514,1005,491,747.456437072,54.6638727987,48171325,744.0,252,702,450,465.790789331,47.7618334584,30018819,463.0,0.0573770478368,0.447600394487,0.390223346651,0.233047799236,0.0360254549536,15019.2315174,0.232013,758,1591,833,1175.35224293,89.9972585784,75747926,1172.0,-0.194030761719,2.17556762695,2.36959838867,0.16876829994,0.176252220761,10876.6106262,0.132355
14746929,73.7500000021,39,1.28108711366,257,455,198,368.569491525,24.1541887039,108728,370.0,333,583,250,454.454237288,29.0544277208,134064,457.0,168,519,351,287.206779661,75.7904422766,84726,258.0,132,430,298,258.322033898,40.8705441475,76205,252.0,-0.132231399417,0.278048783541,0.410280182958,0.0431773115403,0.08478213321,12.7373069044,0.0219619,809,1359,550,1081.34576271,70.5802760224,318997,1084.0,0.167938232422,1.14828491211,0.980346679688,0.663578253277,0.222834069837,195.755584717,0.647766
14758040,342.249999993,231,3.52237280543,190,295,105,244.438276114,10.9476152992,334636,245.0,270,438,168,355.227903579,19.7141533123,486307,356.0,699,1124,425,982.970781592,60.2902816812,1345687,995.0,189,469,280,316.287070855,32.0884708941,432997,314.0,0.376329779625,0.632768332958,0.256438553333,0.513399218821,0.0366618557911,702.843530566,0.514409,660,1202,542,915.953250548,60.5028176878,1253940,915.0,-0.201568603516,0.91796875,1.11953735352,0.0610507605631,0.140635086804,83.5784912109,0.0
14753571,1692.99999999,726,4.97740763499,213,341,128,262.768901359,11.406955129,1779471,261.0,277,499,222,368.71234495,19.7130839163,2496920,368.0,683,1238,555,910.848198464,52.4138309921,6168264,909.0,198,603,405,366.3248671,37.1111047418,2480752,366.0,0.267023712397,0.590834677219,0.323810964823,0.426583868768,0.0471431421432,2888.8259593,0.423341,691,1432,741,997.806113408,64.0474370432,6757143,996.0,-0.0827331542969,1.14828491211,1.23101806641,0.0904965656999,0.175491588061,612.84274292,0.0
14736985,3.75,8,1.16538499263,249,307,58,276.066666667,15.0707958943,4141,276.0,341,457,116,394.2,30.6511554975,5913,398.0,283,579,296,391.466666667,76.4424547545,5872,403.0,302,445,143,370.0,36.4636805603,5550,369.0,-0.158989593387,0.2063074857,0.365297079086,0.0211057101066,0.114951418203,0.316585651599,-0.00431655,892,1209,317,1040.26666667,81.7764975745,15604,1039.0,0.0698547363281,0.62744140625,0.557586669922,0.308451334635,0.170759380866,4.62677001953,0.30835
14729677,589.500000005,335,3.89222529114,241,333,92,289.918150975,12.7315734089,683627,290.0,330,485,155,414.754028838,21.9093797978,977990,415.0,611,936,325,795.558524173,46.5001820551,1875927,797.0,317,581,264,465.156064461,38.2416458986,1096838,464.0,0.177142858505,0.350909084082,0.173766225576,0.262639456123,0.0274738449343,619.303837538,0.262958,888,1394,506,1169.82824427,71.3231944441,2758455,1169.0,-0.355499267578,1.18603515625,1.54153442383,0.0656116022914,0.162868659686,154.712158203,0.0
14783719,4805.25000001,2729,11.1055637628,207,321,114,246.843296395,11.974923091,4744575,244.0,271,477,206,331.71645596,23.5512018047,6375922,327.0,599,1134,535,815.527547994,75.7446485925,15675255,815.0,223,543,320,326.013162687,34.7066366932,6266299,321.0,0.253499209881,0.56286919117,0.309369981289,0.428587834378,0.0362788755493,8237.88676459,0.431176,705,1319,614,904.572915041,68.3408442907,17386796,892.0,-0.218780517578,2.23443603516,2.45321655273,0.813141342281,0.502700697832,15629.38974,0.919312
14823220,2470.49999999,1051,5.96493004707,239,444,205,295.523274641,8.42118325094,2920361,296.0,306,641,335,402.405788302,14.4366266812,3976574,403.0,407,881,474,545.818255414,27.5036337073,5393776,543.5,316,885,569,473.773021656,26.2423047723,4681825,473.0,-0.0022650056053,0.171232879162,0.173497884767,0.0707943776142,0.0121860407037,699.590039584,0.0699399,862,1970,1108,1171.7020846,47.0994299119,11578760,1173.0,-0.48828125,1.92233276367,2.41061401367,0.382387125355,0.412285883032,3778.74957275,0.268494
14692146,41.0,55,2.42306926623,206,308,102,261.12195122,15.1668687733,42824,261.5,259,440,181,358.524390244,25.1663856382,58798,357.0,546,915,369,781.323170732,50.3276988148,128137,782.5,196,538,342,411.408536585,53.3549794262,67471,413.0,0.219804957509,0.474530845881,0.254725888371,0.312638400441,0.0470513482771,51.2726976722,0.312921,661,1286,625,1031.05487805,88.0816038661,169093,1019.0,-0.0516052246094,0.395324707031,0.446929931641,0.0688621707079,0.115756288941,11.2933959961,0.0
14894094,5742.49999989,3200,11.912270437,216,649,433,309.529734436,14.5221734465,7109898,310.0,286,985,699,448.18075751,22.9101113911,10294712,448.0,462,1289,827,704.530605137,35.9435118811,16183068,704.0,263,1365,1102,588.662646931,33.0598268069,13521581,588.0,-0.0309859160334,0.274482756853,0.305468672886,0.0897102443557,0.0141546868855,2060.64431285,0.0887397,769,2999,2230,1346.37313888,61.4231959785,30926191,1346.0,-0.180267333984,1.71371459961,1.89398193359,0.234105878007,0.261291934059,5377.41201782,0.156433
14709163,4813.49999999,3633,14.771682954,196,699,503,346.012932378,25.2199401611,6662133,346.0,257,1463,1206,524.074841591,43.723138575,10090537,524.0,501,1708,1207,909.768307884,73.5573283623,17516679,918.0,271,1658,1387,712.266957515,65.9420494987,13713988,719.0,-0.0698254331946,0.366420269012,0.436245702207,0.122220468731,0.0306142131776,2353.23290495,0.119324,742,3804,3062,1582.35473148,119.942517911,30466658,1587.0,-0.192993164062,2.65258789062,2.84558105469,0.160044017779,0.289446468961,3081.48751831,0.0
14653202,3078.24999994,1732,8.80625002331,239,390,151,295.116787136,11.7852410984,3633773,294.0,361,571,210,422.4083489,21.1290635895,5201114,421.0,565,857,292,692.173231544,38.0920605337,8522729,690.0,423,789,366,555.527978559,36.0871854235,6840216,554.0,0.0385487526655,0.21850900352,0.179960250854,0.109778520312,0.0168084146618,1351.7029206,0.106591,1071,1750,679,1273.05311459,65.5655362258,15675103,1269.0,-0.144317626953,0.755615234375,0.899932861328,0.112287102653,0.162709449473,1382.59109497,0.00387573
14650346,110.500000001,65,1.74432451959,211,289,78,249.21719457,11.4161461155,110154,249.0,285,406,121,343.339366516,20.3941420379,151756,343.0,795,1208,413,977.875565611,80.6255261459,432221,980.5,192,430,238,302.699095023,34.5854237742,133793,302.0,0.356287419796,0.679012358189,0.322724938393,0.526438290919,0.0517097301069,232.685724586,0.527234,694,1094,400,895.255656109,63.331314959,395703,891.5,-0.0054931640625,1.59741210938,1.60290527344,0.54449870252,0.404202643393,240.668426514,0.501755
14647394,59.9999999998,43,1.56598608385,276,325,49,297.3,9.24310553872,71352,295.0,374,484,110,431.120833333,21.0718508752,103469,432.0,309,523,214,356.820833333,24.5505682074,85637,353.0,389,554,165,427.129166667,19.1440804421,102511,426.0,-0.184696570039,-0.00714285718277,0.177553712856,-0.0901681382733,0.0359124079804,-21.6403531856,-0.0913738,1054,1363,309,1155.55,40.3327513732,277332,1156.5,-0.00238037109375,0.3310546875,0.333435058594,0.0164452870687,0.0530513346296,3.94686889648,0.0
14642656,25.0000000007,27,1.52331187556,301,404,103,367.72,19.7803336676,36772,371.5,422,592,170,526.61,33.3481318817,52661,532.5,482,780,298,626.97,57.3843977053,62697,625.5,437,701,264,584.99,51.4300486097,58499,589.0,-0.0116175152361,0.123370110989,0.134987626225,0.0345008751843,0.0294989713626,3.45008751843,0.0299853,1160,1696,536,1479.32,99.332761967,147932,1491.0,-0.113128662109,0.615173339844,0.728302001953,0.308889465332,0.286689524814,30.8889465332,0.428726
14646211,3059.24999999,2234,11.3938566832,221,422,201,307.750919343,14.60215444,3765948,305.0,285,577,292,457.106888943,23.9300487447,5593617,454.0,518,1011,493,830.764566479,44.8652916558,10166066,835.0,363,842,479,662.207894092,38.3394420281,8103438,665.0,0.0376633368433,0.231746032834,0.194082695991,0.112992538835,0.0155255236244,1382.68969773,0.111111,876,1764,888,1427.06570238,64.3112967719,17463003,1427.0,-0.197326660156,3.10815429688,3.30548095703,0.113233125647,0.251444481844,1385.63375854,0.0
14609754,3.75,9,1.31105811671,525,665,140,611.4,42.5171338012,9171,626.0,657,777,120,717.466666667,39.9480774117,10762,713.0,712,1058,346,854.0,96.874489246,12810,820.0,707,867,160,804.6,44.5283430338,12069,797.0,-0.0541033446789,0.166482910514,0.220586255193,0.0272756118095,0.0677767962927,0.409134177142,0.00352361,1895,2301,406,2133.46666667,121.910276661,32002,2142.0,0.0164184570312,0.494293212891,0.477874755859,0.356294759115,0.13284163598,5.34442138672,0.415009
14572365,23.25,25,1.46259336202,310,404,94,367.720430108,16.9238430722,34198,368.0,439,590,151,541.053763441,32.6079235675,50318,548.0,600,824,224,708.344086022,45.4145764634,65876,713.0,463,725,262,654.35483871,45.7648607185,60855,661.0,-0.0301624126732,0.154929578304,0.185091990978,0.0398618682057,0.0355924220705,3.70715374313,0.0393071,1212,1710,498,1563.12903226,88.2457743125,145371,1578.0,2.49029541016,3.38967895508,0.899383544922,3.04657048051,0.183401306491,283.331054688,3.00455
14541422,234.750000001,116,2.13574922157,248,303,55,282.345047923,6.40039639288,265122,283.0,330,458,128,410.165069223,16.0314325922,385145,412.0,328,495,167,408.2342918,21.0751597799,383332,402.0,330,533,203,441.063897764,23.4010769105,414159,442.0,-0.0856481492519,0.0276497695595,0.113297918811,-0.0385638363601,0.0295336890112,-36.2114423421,-0.0455635,910,1292,382,1133.57401491,44.6357832685,1064426,1136.0,-0.0093994140625,1.09744262695,1.10684204102,0.111806688725,0.251470408247,104.986480713,0.0
