cat,area,perimeter,compact,opt_blue_min,opt_blue_max,opt_blue_range,opt_blue_mean,opt_blue_stddev,opt_blue_sum,opt_blue_median,opt_green_min,opt_green_max,opt_green_range,opt_green_mean,opt_green_stddev,opt_green_sum,opt_green_median,opt_nir_min,opt_nir_max,opt_nir_range,opt_nir_mean,opt_nir_stddev,opt_nir_sum,opt_nir_median,opt_red_min,opt_red_max,opt_red_range,opt_red_mean,opt_red_stddev,opt_red_sum,opt_red_median,NDVI_min,NDVI_max,NDVI_range,NDVI_mean,NDVI_stddev,NDVI_sum,NDVI_median,Brightness_min,Brightness_max,Brightness_range,Brightness_mean,Brightness_stddev,Brightness_sum,Brightness_median,nDSM_min,nDSM_max,nDSM_range,nDSM_mean,nDSM_stddev,nDSM_sum,nDSM_median
16630993,2525.5,2099,11.7824015643,236,454,218,338.084240744,21.1915104216,3415327,337.0,295,684,389,514.095228668,38.1334603577,5193390,513.0,439,1178,739,878.061967927,68.6571375383,8870182,878.0,249,983,734,680.439021976,57.7910304554,6873795,682.0,0.0298913046718,0.300000011921,0.270108707249,0.127026570868,0.0248274338416,1283.22241891,0.124442,792,2083,1291,1532.61849139,112.436616988,15482512,1531.0,-0.131286621094,4.63821411133,4.76950073242,0.219609944992,0.752455583384,2218.49966431,0.0
16604596,5.5,13,1.56371310385,214,268,54,240.818181818,15.5698904172,5298,239.5,261,345,84,303.727272727,24.7848594145,6682,299.5,565,803,238,675.863636364,71.2794088937,14869,671.0,197,334,137,272.045454545,41.8563314128,5985,277.0,0.352226734161,0.495518565178,0.143291831017,0.428109797564,0.0383266928612,9.41841554642,0.424816,676,947,271,816.590909091,80.8166606872,17965,813.5,0.71484375,1.04846191406,0.333618164062,0.904037475586,0.0837178536553,19.8888244629,0.930649
16593424,1060.0,366,3.1711969912,239,503,264,385.416273585,37.2482058487,1634165,386.0,368,879,511,639.397877358,73.0758938986,2711047,639.0,576,1431,855,1082.49811321,118.284999193,4589792,1088.0,396,1239,843,887.075471698,112.392002512,3761200,890.0,-0.0245546456426,0.248135253787,0.27268989943,0.100217276206,0.0270178686152,424.921251112,0.0986051,1007,2604,1597,1911.88962264,219.935330516,8106412,1918.0,-0.387542724609,2.93362426758,3.32116699219,0.371331614368,0.517073517934,1574.44604492,0.100006
16590629,16.2499999995,21,1.46956121034,366,560,194,481.184615385,40.9186405924,31277,491.0,572,775,203,690.030769231,50.1578950702,44852,695.0,623,852,229,731.815384615,47.9544310322,47568,733.0,543,810,267,695.030769231,60.5225880861,45177,703.0,-0.0452054776251,0.103039287031,0.148244764656,0.0266295011908,0.0341203552376,1.7309175774,0.0383481,1575,2109,534,1866.24615385,130.564576509,121306,1872.0,0.0,0.00143432617188,0.00143432617188,5.25841346154e-05,0.000227713407111,0.00341796875,0.0
16589059,4.0,8,1.1283791671,227,253,26,243.1875,5.9709583611,3891,243.5,305,368,63,348.0,15.2970585408,5568,349.5,1050,1373,323,1260.75,85.3130265552,20172,1264.5,212,300,88,264.5,20.1649448301,4232,267.5,0.610619485378,0.684605777264,0.0739862918854,0.652978528291,0.0185363560456,10.4476564527,0.655107,744,919,175,855.6875,39.695274829,13691,859.0,3.09664916992,3.53942871094,0.442779541016,3.41807746887,0.131930447173,54.689239502,3.45779
16582614,13.25,19,1.47245058803,224,304,80,258.773584906,16.0819147333,13715,258.0,290,414,124,337.20754717,28.9256421403,17872,337.0,411,630,219,504.943396226,52.6442009185,26762,505.0,197,365,168,267.924528302,33.3499733001,14200,257.0,0.195979893208,0.394777268171,0.198797374964,0.306878067412,0.0474540594379,16.2645375729,0.302578,748,1064,316,863.905660377,70.1061901153,45787,856.0,0.122161865234,2.357421875,2.23526000977,1.96939202075,0.816311225076,104.3777771,2.33533
16557457,68.499999996,66,2.2495399889,222,305,83,262.405109489,11.7355335463,71899,262.0,289,449,160,361.397810219,21.1404443985,99023,361.0,772,1042,270,915.339416058,49.8623446087,250803,915.5,243,492,249,339.364963504,37.6592241902,92986,339.5,0.317548751831,0.591596662998,0.274047911167,0.459711808031,0.0437900744327,125.961035401,0.459915,754,1246,492,963.167883212,68.4170411758,263908,963.0,-0.100036621094,0.420715332031,0.520751953125,0.0115707286083,0.0491236981188,3.17037963867,0.0
16563564,247.750000006,205,3.67402491805,305,432,127,373.091826438,21.3411254746,369734,374.0,434,673,239,560.533804238,42.9085881849,555489,561.0,739,1117,378,949.288597376,57.7082108503,940745,952.0,506,896,390,726.325933401,63.6765898614,719789,729.0,0.0894653275609,0.277142852545,0.187677524984,0.134010669449,0.0229783097863,132.804573424,0.12987,1252,1982,730,1659.95156408,125.371148994,1645012,1661.0,-0.065673828125,1.24887084961,1.31454467773,0.257863372895,0.203621800754,255.542602539,0.267761
16559072,261.750000002,97,1.69131093622,234,312,78,258.366762178,11.9323612423,270510,256.0,306,463,157,352.345749761,19.2083742529,368906,350.0,716,1137,421,924.573065903,75.5143215603,968028,924.0,257,507,250,340.015281757,33.2063928019,355996,336.0,0.262008726597,0.594317257404,0.332308530807,0.460863676829,0.0571861300603,482.52426964,0.465787,820,1252,432,950.727793696,59.1035015714,995412,945.0,-0.0867614746094,1.23934936523,1.32611083984,0.239413752369,0.355193723455,250.66619873,0.0261536
16559167,97.5000000009,80,2.28550800702,256,309,53,281.458974359,9.64243340786,109769,281.0,340,442,102,388.925641026,17.8758427156,151681,388.0,601,850,249,689.787179487,47.7675282876,269017,676.0,392,546,154,464.969230769,25.0170009255,181338,464.5,0.120492525399,0.27182045579,0.151327930391,0.194111338812,0.0280813117909,75.7034221366,0.190456,988,1283,295,1135.35384615,50.7184073506,442788,1132.5,-0.144561767578,0.320007324219,0.464569091797,0.0312834910857,0.0687417673744,12.2005615234,0.0
16640518,7938.99999803,3380,10.7011109615,235,463,228,302.48863207,10.3017163069,9605829,302.0,290,673,383,398.0757967,18.8667159655,12641295,397.0,350,818,468,521.223075954,38.5260464884,16551960,513.0,224,877,653,418.025129109,35.1335000733,13274806,412.0,-0.0348082594573,0.27500000596,0.309808265418,0.110229826948,0.018770345307,3500.45838457,0.10872,777,2013,1236,1118.58955788,60.7953701706,35521930,1111.0,-0.143035888672,2.28402709961,2.42706298828,0.88424803319,0.645521771788,28080.180542,1.00175
16542003,3.25,12,1.87773643621,190,282,92,232.230769231,26.4550528725,3019,233.0,244,338,94,282.692307692,26.8138443443,3675,271.0,356,500,144,408.692307692,41.850254324,5313,381.0,182,356,174,254.307692308,49.12681332,3306,231.0,0.168224304914,0.323420077562,0.155195772648,0.238509050929,0.0441661870399,3.10061766207,0.23888,616,948,332,769.230769231,96.7503956232,10000,735.0,-0.00714111328125,3.07000732422,3.0771484375,0.436776968149,0.767766943233,5.67810058594,0.288544
16543666,609.749999996,305,3.48432777477,219,394,175,311.885608856,22.0442274593,760689,311.0,269,606,337,440.487084871,38.7266328025,1074348,441.0,435,1077,642,822.52398524,80.8915631983,2006136,822.0,242,664,422,512.318573186,60.1284993701,1249545,514.0,0.124686188996,0.476894646883,0.352208457887,0.232994003615,0.0482749910989,568.272374816,0.22498,730,1591,861,1264.69126691,115.01470488,3084582,1267.0,-0.0758056640625,1.32485961914,1.4006652832,0.0737569698695,0.146581010703,179.893249512,0.0
16542046,1507.49999998,1057,7.67964942316,184,341,157,258.744444444,13.565706378,1560229,258.0,211,523,312,351.382421227,25.781754436,2118836,349.0,426,1051,625,789.545107794,52.1651561949,4760957,789.0,123,561,438,365.971310116,36.6755575757,2206807,363.0,0.22291021049,0.566775262356,0.343865051866,0.367297616925,0.0351378610893,2214.80463006,0.368421,519,1357,838,976.098175788,71.7138938223,5885872,971.0,-0.108642578125,1.62689208984,1.73553466797,0.0824426502335,0.163386989613,497.129180908,0.0
16565319,4538.75000001,3400,14.2365859389,264,469,205,364.805342881,20.1202226367,6623041,365.0,374,692,318,576.016028642,36.644402663,10457571,578.0,617,1337,720,1029.27711374,58.5658787214,18686526,1029.0,418,952,534,771.378463233,56.3427664405,14004376,776.0,0.0325203239918,0.319399088621,0.286878764629,0.143671025224,0.0279123490052,2608.34746294,0.138058,1057,2028,971,1712.19983476,105.105476917,31084988,1720.0,-0.229278564453,1.19604492188,1.42532348633,0.050172258323,0.113208738359,910.877349854,0.0
16545843,2772.50000002,1454,7.78975317862,244,451,207,380.816050496,18.0573246668,4223250,382.0,374,730,356,607.706853021,34.5742910726,6739469,610.0,680,1305,625,1052.24788097,69.4649262299,11669429,1054.0,427,1017,590,851.391073039,60.1478213008,9441927,856.0,0.0372369140387,0.264610379934,0.227373465896,0.105679291815,0.0187391461145,1171.98334623,0.102885,1053,2150,1097,1839.91397656,109.702258712,20404646,1848.0,-0.132843017578,1.23275756836,1.36560058594,0.068923504402,0.13450029622,764.361663818,0.0
16531195,21.25,23,1.40748390354,329,464,135,398.788235294,31.880325527,33897,404.0,448,639,191,553.717647059,44.2489246834,47066,555.0,542,774,232,632.258823529,49.2195926893,53742,625.0,457,660,203,575.494117647,45.4272847603,48917,585.0,-0.0279329605401,0.119787044823,0.147720005363,0.047038788847,0.0374800884387,3.99829705199,0.0395137,1240,1747,507,1528.0,114.554584985,129880,1523.0,-0.163543701172,0.385955810547,0.549499511719,0.0587610581342,0.136007657625,4.99468994141,0.0
16536496,117.500000002,66,1.71759224361,233,310,77,263.521276596,12.0782279271,123855,262.0,300,444,144,359.163829787,20.897947833,168807,357.0,779,1183,404,1041.73829787,68.0314822404,489617,1048.0,227,464,237,321.544680851,33.9018157332,151126,318.0,0.345557123423,0.649149894714,0.303592771292,0.527797269377,0.0478991311569,248.064716607,0.531399,762,1214,452,944.229787234,63.2962837634,443788,938.0,-0.0312805175781,1.09231567383,1.12359619141,0.0873870200299,0.19380178458,41.0718994141,-3.05176e-05
16526044,2936.75000002,1527,7.94878254844,237,395,158,299.571890695,14.5616697809,3519071,299.0,315,548,233,421.614710139,26.0263635453,4952708,421.0,551,939,388,779.876564229,49.2429769313,9161210,783.0,304,675,371,491.062739423,43.2542090347,5768514,490.0,0.126213595271,0.41272431612,0.286510720849,0.22791574521,0.0305689562118,2677.32625899,0.225908,880,1552,672,1212.24934026,80.8856551204,14240293,1211.0,-0.085205078125,1.26910400391,1.35430908203,0.206434706297,0.165516052033,2424.98849487,0.178711
16509789,1028.99999999,542,4.76635808954,208,336,128,253.275024295,17.8902188402,1042480,252.0,267,474,207,335.379008746,33.8641054093,1380420,335.0,545,964,419,701.700437318,68.3322565736,2888199,706.0,232,613,381,358.882653061,56.1354920682,1477161,355.0,0.165266111493,0.54458874464,0.379322633147,0.325582189679,0.0493634896163,1340.09629272,0.328213,725,1417,692,947.536686103,105.58672376,3900061,944.0,-0.131866455078,2.02752685547,2.15939331055,0.236342842539,0.335335110521,972.787139893,0.0582123
16491503,278.500000005,89,1.50443169645,353,636,283,540.042190305,47.6810827546,601607,560.0,501,919,418,782.867145422,65.3644824297,872114,807.0,506,1171,665,859.152603232,61.4543229058,957096,853.0,407,995,588,817.179533214,63.3120005965,910338,827.5,-0.0289555322379,0.258114367723,0.287069899961,0.0253578098417,0.0308882577792,28.2486001636,0.0139649,1309,2539,1230,2140.08886894,164.939361585,2384059,2197.0,-0.135528564453,4.42572021484,4.5612487793,3.1292280543,0.915144765191,3485.96005249,3.36397
16486506,3073.24999999,1566,7.96870740265,217,387,170,296.89620109,20.9235855708,3649745,296.0,275,567,292,428.186854307,39.1812693747,5263701,427.0,595,1149,554,843.010575124,81.7650755938,10363129,837.0,224,668,444,468.649475311,52.8802242347,5761108,466.0,0.163547605276,0.457627117634,0.294079512358,0.285688702694,0.0393313188216,3511.97122222,0.286166,716,1606,890,1193.73253071,110.851374441,14674554,1190.0,-0.125823974609,1.4909362793,1.61676025391,0.111159797953,0.155768439922,1366.48739624,0.0663147
16485601,7534.0,4065,13.2112165099,268,514,246,439.177196708,21.4435425395,13235044,441.0,377,817,440,665.895307937,34.2996285316,20067421,669.0,699,1320,621,1061.43479559,48.853906057,31987399,1062.0,382,1093,711,849.568954075,49.8168582176,25602610,853.0,0.051323607564,0.333333343267,0.282009735703,0.111223299255,0.0155153786633,3351.82534634,0.108901,1054,2418,1364,1954.64145872,100.268502844,58905075,1963.0,-0.150299072266,1.15759277344,1.3078918457,0.106943211,0.120607670871,3222.84060669,0.0775452
16439195,1546.99999999,659,4.72645280543,185,391,206,260.940206852,18.2048330515,1614698,259.0,234,548,314,367.001939237,32.9463432675,2271008,366.0,616,1223,607,942.662249515,79.759338341,5833194,950.0,156,600,444,365.273917259,58.1478521262,2260315,360.0,0.226581260562,0.667485654354,0.440904393792,0.44282272742,0.0642136269975,2740.18703727,0.442356,581,1446,865,993.216063348,104.881063648,6146021,984.0,-0.111724853516,1.28042602539,1.39215087891,0.100483184795,0.169547732388,621.78994751,0.0
16442477,1650.25000003,675,4.68731316371,265,380,115,313.249356158,13.3082706666,2067759,312.0,368,593,225,461.827298894,24.4801398896,3048522,460.0,670,976,306,811.994546281,41.115773897,5359976,810.0,491,865,374,665.220118164,41.9476650156,4391118,662.0,0.0364145673811,0.154177427292,0.117762859911,0.0996865938839,0.0126931064387,658.031206228,0.100182,1124,1822,698,1440.29677322,77.6609964027,9507399,1434.0,-0.143798828125,1.09558105469,1.23937988281,0.194554590561,0.208532757953,1284.25485229,0.148621
16433574,883.750000007,350,3.32122576924,228,357,129,271.231683168,14.4157234946,958804,270.0,309,520,211,378.222630835,25.5153934154,1337017,376.0,698,1102,404,872.163224894,48.8111414556,3083097,868.0,274,652,378,388.951343706,46.2384803686,1374943,386.0,0.236980691552,0.51499569416,0.278015002608,0.384542994865,0.0440055972334,1359.35948685,0.380331,821,1529,708,1038.40565771,84.4155483624,3670764,1031.0,-0.0672302246094,0.726043701172,0.793273925781,0.0393148419543,0.100557681744,138.977966309,0.0
16446963,6350.25,4536,16.0573066878,256,435,179,330.774969489,20.5454955197,8402015,330.0,364,683,319,488.395378135,36.5152437451,12405731,487.0,656,1220,564,909.743947089,64.0226460096,23108406,909.0,380,826,446,586.300381875,56.2716203738,14892616,586.0,0.113667115569,0.36305731535,0.24939019978,0.216996793743,0.030960276713,5511.93555786,0.215591,1015,1887,872,1405.4707295,110.365514402,35700362,1403.0,-0.199584960938,1.20077514648,1.40036010742,0.0622099166095,0.121945141653,1580.1940918,0.0
16417792,99.7499999972,51,1.44048517132,306,353,47,341.127819549,6.06408573877,136110,342.0,517,619,102,595.546365915,17.9138072951,237623,601.0,482,708,226,568.436090226,32.6064141906,226806,562.0,683,890,207,835.421052632,29.2862145694,333333,843.0,-0.286454468966,-0.0282404050231,0.258214063942,-0.190343456539,0.0404923614544,-75.947039159,-0.202255,1513,1835,322,1772.0952381,50.5685564321,707066,1784.0,-0.0492248535156,1.04837036133,1.09759521484,0.11040701424,0.257902002826,44.0523986816,0.0
16429611,13311.2500001,7326,17.9123498228,202,315,113,242.62496009,7.31903129784,12918566,242.0,231,418,187,304.898657151,12.5129131565,16234329,304.0,436,763,327,563.827288947,29.9958521404,30020984,560.0,187,498,311,304.38965161,20.2128540404,16207227,304.0,0.166666671634,0.47619047761,0.309523805976,0.298845374177,0.031942242099,15912.021948,0.29638,620,1231,611,851.913268852,38.1158603316,45360122,850.0,-0.208618164062,4.07507324219,4.28369140625,0.73383141112,0.765929512918,39072.8534851,0.502075
16419829,90.5,69,2.04606708582,210,351,141,248.477900552,15.0357146832,89949,250.0,261,507,246,328.814917127,28.1967534399,119031,331.0,594,1271,677,963.958563536,131.25524855,348953,990.0,172,563,391,277.331491713,41.3176691229,100394,278.0,0.386041432619,0.680594265461,0.294552832842,0.551618859419,0.0454507308082,199.68602711,0.549506,649,1421,772,854.624309392,82.8498759836,309374,860.0,0.0062255859375,2.48541259766,2.47918701172,1.03854951806,0.689464889798,375.954925537,1.42503
16373059,90.25,59,1.75195712786,294,396,102,323.418282548,10.1175691702,116754,323.0,444,643,199,507.601108033,21.1006399686,183244,508.0,304,553,249,375.509695291,32.6327765513,135559,369.0,450,735,285,527.736842105,30.9317898491,190513,527.0,-0.26293104887,-0.0637450218201,0.19918602705,-0.169144453785,0.0446883253196,-61.0611478165,-0.175966,1188,1774,586,1358.75623269,59.391479016,490511,1356.0,-0.0750122070312,1.16198730469,1.23699951172,0.157242624383,0.290265329624,56.7645874023,0.0
16342979,456.749999999,293,3.86743844706,253,438,185,367.385878489,20.4926322839,671214,371.0,380,708,328,578.715380405,37.0693664612,1057313,584.0,704,1193,489,1024.348659,56.3599003833,1871485,1025.0,422,944,522,811.731253421,54.8220739756,1483033,818.0,0.056994818151,0.250444054604,0.193449236453,0.116185907758,0.0226754644057,212.271653473,0.113696,1055,1986,931,1757.83251232,105.437620499,3211560,1776.0,-0.0532836914062,0.655334472656,0.708618164062,0.0179402769493,0.0680158785466,32.7768859863,0.0
16365885,2245.25000001,1140,6.78683931225,229,362,133,278.216679657,11.528687134,2498664,277.0,321,544,223,393.706157443,21.2817263166,3535875,391.0,668,1207,539,820.302304866,54.9137415544,7367135,811.0,278,664,386,413.479902015,33.7672819615,3713463,411.0,0.214637577534,0.510563373566,0.295925796032,0.329755063725,0.0354258475475,2961.53022732,0.328616,845,1558,713,1085.40273912,64.8687868129,9748002,1079.0,-0.0508117675781,1.33197021484,1.38278198242,0.112935739774,0.175446566417,1014.27587891,0.0289612
16330413,6.0,15,1.72747074736,220,307,87,277.25,23.2096423928,6654,282.0,292,425,133,361.791666667,38.0996272583,8683,359.0,330,630,300,436.833333333,84.1648514656,10484,452.0,199,458,259,298.916666667,80.3917059708,7174,304.0,0.12298387289,0.261595547199,0.138611674309,0.195726366714,0.0426313779497,4.69743280113,0.206438,730,1190,460,937.958333333,133.240221394,22511,934.0,-0.0219116210938,0.0471496582031,0.0690612792969,0.000144958496094,0.0110816782668,0.00347900390625,0.0
16328401,5441.25000004,2503,9.5720856838,177,343,166,243.224810476,14.8190727192,5293788,243.0,192,504,312,332.996186538,30.2341977973,7247662,336.0,558,1313,755,998.237399495,92.4691819709,21726637,998.0,98,549,451,287.44874799,44.6045843447,6256322,291.0,0.363847047091,0.803921580315,0.440074533224,0.553115044242,0.0572884114527,12038.5489379,0.549296,482,1396,914,863.669745003,87.1015583494,18797772,872.0,-0.507843017578,2.38186645508,2.88970947266,0.292807701596,0.410959842896,6372.95962524,0.115967
16350899,8559.74999999,4554,13.8853731065,230,487,257,376.368381086,23.8718801333,12886477,378.0,340,767,427,571.809661497,40.532665904,19578191,574.0,690,1258,568,1017.77522708,58.168820975,34847606,1020.0,354,959,605,769.055813546,60.9132768816,26331702,775.0,0.0589519664645,0.355989813805,0.29703784734,0.139939482584,0.0241566424729,4791.3879442,0.134615,933,2174,1241,1717.23385613,120.386016507,58796370,1727.0,-0.146118164062,1.44458007812,1.59069824219,0.114618218333,0.139166655013,3924.41317749,0.0744019
16328842,6.50000000023,11,1.21711348669,377,458,81,407.076923077,21.4761461178,10584,405.5,496,645,149,542.230769231,37.9932258054,14098,538.0,501,785,284,588.961538462,77.9607794734,15313,561.5,496,719,223,551.153846154,58.7148862711,14330,531.0,-0.00925925932825,0.0746043697,0.0838636290282,0.0317521974391,0.0226870855367,0.825557133416,0.032764,1384,1822,438,1500.46153846,113.491860355,39012,1465.5,-0.0054931640625,0.00234985351562,0.00784301757812,-0.000120896559495,0.00116547526674,-0.00314331054688,0.0
16321090,236.499999995,144,2.64144752584,272,372,100,312.875264271,13.7604575333,295980,313.0,386,533,147,450.391120507,23.3110524062,426070,449.0,589,839,250,715.480972516,43.4459660214,676845,713.0,495,726,231,588.754756871,39.0594102647,556962,584.5,0.0474281907082,0.181102365255,0.133674174547,0.0973074068581,0.0149257638069,92.0528068878,0.0961966,1171,1596,425,1352.02114165,69.41893821,1279012,1345.5,-0.067626953125,0.302673339844,0.370300292969,0.0142965175637,0.0525889030382,13.5245056152,0.0
16310693,2604.25000001,1502,8.30278255661,249,376,127,321.337429202,12.3590990762,3347372,321.0,344,562,218,471.47374484,20.8968977811,4911342,471.0,639,981,342,815.032254968,40.7849133196,8490191,815.0,419,779,360,655.164346741,36.1972514643,6824847,657.0,0.0567936748266,0.227513223886,0.17071954906,0.108859888867,0.016214992543,1133.99346233,0.105965,1012,1716,704,1447.97552078,61.0475092301,15083561,1450.0,-0.14892578125,1.01443481445,1.1633605957,0.0864119975114,0.146586405816,900.153778076,0.0
16286677,3.50000000023,9,1.35707407891,194,282,88,244.857142857,27.5340234797,3428,253.5,221,312,91,250.0,24.1009780477,3500,241.5,615,722,107,662.214285714,26.9342548,9271,670.0,131,208,77,177.428571429,22.0542003959,2484,182.0,0.533957839012,0.657516360283,0.123558521271,0.578837884324,0.0336605473075,8.10373038054,0.569781,557,782,225,672.285714286,59.9647855846,9412,684.5,1.92181396484,2.31448364258,0.392669677734,2.06699480329,0.144345997145,28.9379272461,1.99915
16359374,3452.49999963,2140,10.2740576363,216,776,560,311.622302679,13.2446044123,4303504,312.0,261,1126,865,422.740188269,21.3328162953,5838042,423.0,390,1292,902,579.757929037,30.3202503013,8006457,578.0,210,1555,1345,467.64974656,34.1830791211,6458243,466.0,-0.0923779383302,0.300000011921,0.392377950251,0.107530924364,0.0167108962622,1485.00206546,0.105948,687,3457,2770,1202.01223751,66.4369289423,16599789,1200.0,0.206207275391,1.57855224609,1.3723449707,0.762711830885,0.18577626933,10533.0503845,0.739746
16351232,192.749999998,113,2.29602344355,271,439,168,400.018158236,16.7876701784,308414,402.0,391,668,277,599.189364462,27.3931920118,461975,603.0,702,1063,361,940.169909209,35.2473700741,724871,942.0,404,813,409,720.044098573,37.8910736701,555154,724.0,0.109048724174,0.269439429045,0.16039070487,0.132936653064,0.0171811678703,102.494159512,0.128936,1066,1914,848,1719.25162127,78.7851762828,1325543,1730.0,-0.0504150390625,0.385162353516,0.435577392578,0.119337148703,0.102438228235,92.0089416504,0.116394
16239195,4507.00000001,2444,10.2695754626,285,461,176,401.740736632,13.2226714184,7242582,402.0,444,745,301,649.15348347,23.1276739125,11702939,649.0,810,1268,458,1084.50282893,41.072898156,19551417,1085.0,464,990,526,841.523297093,35.1240339353,15170982,840.0,0.0862581804395,0.293221622705,0.206963442266,0.126223819003,0.0121120933467,2275.56300899,0.124391,1193,2181,988,1892.4175172,68.0352172718,34116503,1892.0,-0.095458984375,1.72494506836,1.82040405273,0.268449582307,0.240560529606,4839.60906982,0.236145
16185790,81.5000000065,81,2.53105325144,378,431,53,403.803680982,10.3431070647,131640,403.0,589,670,81,628.285276074,16.6162450378,204821,627.0,938,1075,137,1007.49079755,20.7764520133,328442,1005.0,743,874,131,815.960122699,21.700306859,266003,815.0,0.0888192281127,0.124708622694,0.0358893945813,0.105104759381,0.00505122086729,34.2641515583,0.104849,1714,1975,261,1848.04907975,45.2638215587,602464,1845.0,-0.0910339355469,0.354217529297,0.445251464844,0.0552373780795,0.0889952304926,18.0073852539,3.05176e-05
16203953,1980.5,874,5.54011879483,222,308,86,251.877556173,12.6084751949,1995374,250.0,296,472,176,354.174703358,28.2765364003,2805772,349.0,734,1205,471,922.626356981,66.7674051797,7309046,914.0,232,485,253,313.273794496,36.9455803523,2481755,308.0,0.315384626389,0.616547346115,0.301162719727,0.493684833413,0.0376005359749,3910.9712503,0.49297,765,1262,497,919.326054027,76.1617990978,7282901,908.0,-0.103454589844,1.44311523438,1.54656982422,0.219729929372,0.271272840051,1740.70050049,0.131729
16175332,139.249999998,108,2.58179182643,274,393,119,351.921005386,18.3632078999,196020,355.0,407,617,210,531.120287253,34.1121010964,295834,537.0,727,1127,400,915.752244165,61.544831344,510074,917.0,488,854,366,706.082585278,56.7718385614,393288,714.0,0.0827629119158,0.226215645671,0.143452733755,0.129734742698,0.0265428770342,72.2622516826,0.121134,1169,1851,682,1589.12387792,106.234053212,885142,1610.0,-0.0661926269531,0.16162109375,0.227813720703,0.00541037759832,0.0222382431907,3.01358032227,0.0
16214164,196.000000003,140,2.82094791772,279,414,135,376.150510204,13.9984620053,294902,377.0,413,646,233,577.343112245,24.6779952074,452637,579.0,729,1042,313,950.371173469,37.109239397,745091,952.0,475,871,396,763.716836735,35.7258755794,598754,767.0,0.078651688993,0.210963457823,0.13231176883,0.109079787926,0.0127699391291,85.5185537338,0.107505,1167,1923,756,1717.21045918,71.3277706086,1346293,1723.0,-0.165588378906,0.362457275391,0.528045654297,0.0111951244121,0.0421138270968,8.77697753906,0.0
16168157,394.999999994,169,2.39874026267,256,374,118,310.152531646,17.5984075782,490041,310.0,332,555,223,442.332278481,29.7305042364,698885,441.0,635,1042,407,882.484810127,46.0625375354,1394326,883.0,310,700,390,503.835443038,49.2181993662,796060,503.0,0.196326062083,0.370583415031,0.174257352948,0.274450138032,0.0301103640187,433.631218091,0.272856,926,1625,699,1256.32025316,94.0164742899,1984986,1254.0,-0.0601806640625,1.56332397461,1.62350463867,0.111032374901,0.23477330278,175.431152344,0.0202637
16153183,38.2500000007,32,1.45958478169,194,271,77,241.692810458,12.7547407799,36979,243.0,241,370,129,322.019607843,26.3747429658,49269,323.0,662,1035,373,901.254901961,72.6032759494,137892,916.0,148,337,189,264.339869281,38.3443570507,40444,266.0,0.452444434166,0.661448121071,0.209003686905,0.547622049751,0.0449624667239,83.7861736119,0.544715,583,978,395,828.052287582,76.9337029632,126692,833.0,0.0023193359375,2.0934753418,2.09115600586,1.00027485766,0.41027499476,153.042053223,1.02576
16182762,3939.75000039,2013,9.04699834268,237,453,216,306.566533409,10.6509974077,4831182,307.0,273,603,330,408.701821182,17.1709579132,6440732,408.0,412,791,379,536.385874738,23.6715935806,8452905,534.0,185,690,505,430.821625738,26.709120012,6789318,429.0,0.0349309518933,0.400881052017,0.365950100124,0.1095752103,0.017286620028,1726.79573913,0.108787,699,1746,1047,1146.08998033,52.4194548972,18061232,1144.0,-0.0545654296875,1.24557495117,1.30014038086,0.331243538616,0.177590632266,5220.06692505,0.321838
16133842,164.499999994,130,2.85927198545,223,336,113,276.67325228,18.9984301559,182051,275.0,275,496,221,386.717325228,34.3366894279,254460,381.0,448,1005,557,727.738601824,79.3293607466,478852,728.0,252,624,372,420.782674772,58.3453964983,276875,409.0,0.109929077327,0.398558199406,0.288629122078,0.268070253184,0.0473600127371,176.390226595,0.273283,783,1434,651,1084.17325228,107.632326482,713386,1063.5,-0.03515625,0.718109130859,0.753265380859,0.0372308423816,0.128478309442,24.4978942871,-3.05176e-05
16137071,4209.74999998,1817,7.89990452272,221,350,129,275.425262783,15.5075419876,4637886,274.0,296,525,229,389.189975652,28.3707995417,6553570,387.0,676,1203,527,919.859730388,52.910961518,15489518,919.0,241,611,370,384.655086407,46.5108446479,6477207,380.0,0.246015250683,0.564637184143,0.31862193346,0.411548239046,0.0452019154613,6930.06079729,0.412315,773,1484,711,1049.27032484,88.6198220463,17668663,1040.0,-0.207855224609,2.14266967773,2.35052490234,0.136538000541,0.220048585289,2299.16339111,0.0259399
16125037,24.0000000007,25,1.43955895611,196,264,68,241.885416667,11.4381213781,23221,243.0,251,379,128,332.3125,21.1696089654,31902,334.0,934,1362,428,1170.36458333,83.8754185026,112355,1167.0,139,321,182,258.8125,31.5083694239,24846,260.5,0.566523611546,0.770057916641,0.203534305096,0.637903378035,0.0374685343403,61.2387242913,0.6309,586,959,373,833.010416667,61.446028959,79969,839.5,-0.134368896484,0.276550292969,0.410919189453,0.1165711085,0.102115085678,11.190826416,0.175552
16121923,3415.25000002,1457,7.03304457176,207,355,148,267.245882439,19.7372631082,3650846,264.0,263,538,275,372.83851841,38.3672396081,5093347,367.0,627,1242,615,895.219017641,88.3198666818,12229587,888.0,222,657,435,400.989385843,64.0785785664,5477916,390.0,0.198352783918,0.625935137272,0.427582353353,0.383100651575,0.0547865197877,5233.53800116,0.382274,703,1550,847,1041.07378669,120.035589854,14222109,1020.0,-0.16015625,1.44845581055,1.60861206055,0.0740485161353,0.180461647341,1011.57677892,0.0
